	Unnamed: 0	SentenceId	Clause Text	Codes	ExperimentValues	ExternalRef	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	Discourse Label	fig_spans
0	0	s1	Crystallographic Insight into Collagen Recognition by Discoidin Domain Receptor 2	[]			article-title0		FALSE	-	156	237	none	
1	1	s2	Summary	[header-?]			title7		FALSE	-	1003	1010	none	
2	2	s3	"The discoidin domain receptors , DDR1 and DDR2 , are widely expressed receptor tyrosine kinases"	[]			p8		FALSE	-	1011	1104	fact	
3	3	s3	that are activated by triple-helical collagen .	[]			p8		FALSE	-	1105	1151	fact	
4	4	s4	They control important aspects of cell behavior and are dysregulated in several human diseases .	[]			p8		FALSE	-	1152	1247	fact	
5	5	s5	The major DDR2-binding site in collagens I-III is a GVMGFO motif ( O is hydroxyproline )	[]			p8		FALSE	-	1248	1334	fact	
6	6	s5	that also binds the matricellular protein SPARC .	[]			p8		FALSE	-	1335	1383	fact	
7	7	s6	We have determined the crystal structure of the discoidin domain of human DDR2 bound to a triple-helical collagen peptide .	[]			p8		FALSE	-	1384	1506	result	
8	8	s7	The GVMGFO motifs of two collagen chains are recognized by an amphiphilic pocket delimited by a functionally critical tryptophan residue and a buried salt bridge .	[]			p8		FALSE	-	1507	1669	result	
9	9	s8	Collagen binding results in structural changes of DDR2 surface loops that	[]			p8		FALSE	-	1670	1743	result	
10	10	s8	may be linked to the process of receptor activation .	[]			p8		FALSE	-	1744	1796	result	
11	11	s9	A comparison of the GVMGFO-binding sites of DDR2 and SPARC reveals a striking case of convergent evolution in collagen recognition .	[]			p8		FALSE	-	1797	1928	implication	
12	12	s10	Introduction	[header-0]			title10	Introduction	FALSE	-	1974	1986	none	
13	13	s11	Supramolecular collagen assemblies are crucial for the mechanical stability of animal bodies ( exLink ) .	[exLink]			p11	Introduction	FALSE	-	1987	2113	fact	
14	14	s12	The basic collagen structure is a triple helix of three chains containing multiple Gly-X-X ' repeats ;	[]			p11	Introduction	FALSE	-	2114	2214	fact	
15	15	s12	"X and X ' are often proline and 4-hydroxyproline ( Hyp , O ) , respectively ( exLink ) ."	[exLink]			p11	Introduction	FALSE	-	2215	2315	fact	
16	16	s13	"Apart from their prominent structural roles , collagens have fundamental functions in cell adhesion and signaling , by"	[]			p11	Introduction	FALSE	-	2316	2432	fact	
17	17	s13	serving as ligands for a diverse set of cellular receptors ( exLink ) .	[exLink]			p11	Introduction	FALSE	-	2433	2538	fact	
18	18	s14	"The most widely distributed collagen receptors are a subclass of beta1 integrins and two homologous receptor tyrosine kinases ( RTKs ) , the discoidin domain receptors , DDR1 and DDR2 ."	[]			p11	Introduction	FALSE	-	2539	2719	fact	
19	19	s15	While collagen binding and signaling by integrins are understood in atomic detail ( exLink )	[exLink]			p11	Introduction	FALSE	-	2720	2836	fact	
20	20	s15	much less is known about the DDRs .	[]			p11	Introduction	FALSE	-	2837	2872	problem	
21	21	s16	"Binding of triple-helical collagen to DDRs results in slow and sustained receptor phosphorylation ( exLink ) ,"	[exLink]			p11	Introduction	FALSE	-	2873	3018	result	
22	22	s16	"ultimately regulating many aspects of cell proliferation , adhesion , and migration , as well as remodeling of the extracellular matrix ( exLink ) ."	[exLink]			p11	Introduction	FALSE	-	3019	3173	result	
23	23	s17	"Mice lacking DDR1 exhibit defective mammary gland development ( exLink ) , kidney function ( exLink ) , and arterial wound repair ( exLink ) ."	[exLink]			p11	Introduction	FALSE	-	3174	3341	fact	
24	24	s18	Mice lacking DDR2 exhibit dwarfism resulting from reduced chondrocyte proliferation ( exLink )	[exLink]			p11	Introduction	FALSE	-	3342	3468	fact	
25	25	s18	a similar phenotype is observed in human patients with mutations in the DDR2 gene ( exLink ) .	[exLink]			p11	Introduction	FALSE	-	3469	3574	fact	
26	26	s19	Aberrant DDR function	[]			p11	Introduction	FALSE	-	3575	3596	fact	
27	27	s19	"in humans is also associated with osteoarthritis , fibrosis , and cancer ( exLink ) ."	[exLink]			p11	Introduction	FALSE	-	3597	3689	fact	
28	28	s20	"Structurally , the DDRs are characterized by an extracellular region"	[]			p12	Introduction	FALSE	-	3690	3757	fact	
29	29	s20	"consisting of a discoidin ( DS ) domain that is followed by a domain unique to DDRs , a transmembrane helix , a large cytoplamic juxtamembrane region , and , finally , a C-terminal kinase domain ."	[]			p12	Introduction	FALSE	-	3758	3946	fact	
30	30	s21	Several loops within the DS domain have been shown to be essential for collagen binding ( exLink )	[exLink]			p12	Introduction	FALSE	-	3947	4102	result	
31	31	s21	but how collagen is recognized has remained unknown .	[]			p12	Introduction	FALSE	-	4103	4156	problem	
32	32	s22	We recently identified a GVMGFO motif as the major DDR2-binding site in collagens I-III ( exLink ) .	[exLink]			p12	Introduction	FALSE	-	4157	4272	result	
33	33	s23	"Here , we report the crystal structure of the DS domain of human DDR2 bound to a triple-helical collagen peptide containing this motif ."	[]			p12	Introduction	FALSE	-	4273	4407	result	
34	34	s24	The structure reveals	[]			p12	Introduction	FALSE	-	4408	4429	result	
35	35	s24	"that the apolar GVMGFO motifs of two collagen chains are recognized by an amphiphilic pocket in DDR2 , in a manner that is fundamentally different from the metal ion-dependent mechanism employed by integrins ."	[]			p12	Introduction	FALSE	-	4430	4637	result	
36	36	s25	Results	[header-0]			title13	Results	FALSE	-	4638	4645	none	
37	37	s26	Crystal Structure of a DDR2 DS Domain-Collagen Peptide Complex	[header-1]			title14	Results	FALSE	-	4646	4708	none	f1a
38	38	s27	"During the course of our previous study ( exLink ) , we discovered"	[exLink]			p15	Results	FALSE	-	4709	4790	result	f1a
