	Unnamed: 0	SentenceId	Clause Text	Codes	ExperimentValues	ExternalRef	Paragraph	Headings	FloatingBox?	Discourse Type	Offset_Begin	Offset_End	Discourse Label	fig_spans
0	0	s1	"Mechanism of N-Wasp Activation by Cdc42 and Phosphatidylinositol 4,5-Bisphosphate"	[]			article-title0		FALSE	-	135	216	implication	
1	1	s2	Neuronal Wiskott-Aldrich Syndrome protein ( N-WASP ) transmits signals from Cdc42 to the nucleation of actin filaments by Arp2/3 complex .	[]			p2		FALSE	-	608	743	fact	
2	2	s3	Although full-length N-WASP is a weak activator of Arp2/3 complex	[]			p2		FALSE	-	744	809	fact	
3	3	s3	"its activity can be enhanced by upstream regulators such as Cdc42 and PI ( 4,5 ) P2 ."	[]			p2		FALSE	-	810	891	implication	
4	4	s4	We dissected this activation reaction and found	[]			p2		FALSE	-	892	939	fact	
5	5	s4	that the previously described physical interaction between the NH2-terminal domain and the COOH-terminal effector domain of N-WASP is a regulatory interaction because it can inhibit the actin nucleation activity of the effector domain by occluding the Arp2/3 binding site .	[]			p2		FALSE	-	940	1212	fact	
6	6	s5	This interaction between the NH2 - and COOH termini must be intramolecular	[]			p2		FALSE	-	1213	1286	hypothesis	
7	7	s5	because in solution N-WASP is a monomer .	[]			p2		FALSE	-	1287	1327	hypothesis	
8	8	s6	"Phosphatidylinositol 4,5-bisphosphate ( PI ( 4,5 ) P2 ) influences the activity of N-WASP through a conserved basic sequence element located near the Cdc42 binding site rather than through the WASp homology domain 1 ."	[]			p2		FALSE	-	1328	1538	implication	
9	9	s7	"Like Cdc42 , PI ( 4,5 ) P2 reduces the affinity between the NH2 - and COOH termini of the molecule ."	[]			p2		FALSE	-	1539	1632	hypothesis	
10	10	s8	The use of a mutant N-WASP molecule lacking this basic stretch allowed	[]			p2		FALSE	-	1633	1703	hypothesis	
11	11	s8	"us to delineate a signaling pathway in Xenopus extracts leading from PI ( 4,5 ) P2 to actin nucleation through Cdc42 , N-WASP , and Arp2/3 complex ."	[]			p2		FALSE	-	1704	1845	implication	
12	12	s9	"In this pathway , PI ( 4,5 ) P2 serves two functions : first , as an activator of N-WASP ; and second , as an indirect activator of Cdc42 ."	[]			p2		FALSE	-	1846	1975	implication	
13	13	s10	Introduction	[header-0]			title3	Introduction	FALSE	-	2079	2091	none	
14	14	s11	The Rho family of small GTPases can direct distinct morphological changes in the actin cytoskeleton .	[]			p4	Introduction	FALSE	-	2092	2192	result	
15	15	s12	"The three founding members of the Rho family , Rho , Rac , and Cdc42 , induce the formation of stress fibers , lamellipodia , and filopodia"	[]			p4	Introduction	FALSE	-	2193	2326	result	
16	16	s12	when introduced into cells ( exLink ) .	[exLink]			p4	Introduction	FALSE	-	2327	2366	result	
17	17	s13	"Whereas Rho functions by reorganizing preexisting actin filaments , Rac and Cdc42 act by promoting new actin polymerization , either by stimulating de novo actin nucleation or by"	[]			p4	Introduction	FALSE	-	2367	2543	result	
18	18	s13	stimulating the uncapping or severing of filaments ( exLink ) .	[exLink]			p4	Introduction	FALSE	-	2544	2622	result	
19	19	s14	"Over the last two years , proteins of the Wiskott Aldrich Syndrome protein ( WASp ) family have emerged as important mediators of the de novo actin nucleation pathway downstream of Rac and Cdc42 ( exLink ) ."	[exLink]			p4	Introduction	FALSE	-	2623	2830	result	
20	20	s15	"The first member of this family , WASp , was identified as a gene expressed in the hematopoietic lineage that"	[]			p4	Introduction	FALSE	-	2831	2938	result	
21	21	s15	is mutated in children with the disease Wiskott Aldrich Syndrome ( exLink ) .	[exLink]			p4	Introduction	FALSE	-	2939	3024	result	
22	22	s16	"Other family members include neuronal WASp ( N-WASP ) , a ubiquitously expressed protein with ~50 % identity to WASp , Bee1/Las17p from yeast , and the Scar/WAVE proteins"	[]			p4	Introduction	FALSE	-	3025	3190	result	
23	23	s16	"exLink , exLink ; exLink ; exLink ; exLink ) ."	[exLink]			p4	Introduction	FALSE	-	3191	3277	result	
24	24	s17	The WASp family proteins funnel signals from a variety of upstream signaling pathways	[]			p5	Introduction	FALSE	-	3278	3363	none	
25	25	s17	"to actin nucleation through a common effector , Arp2/3 complex ."	[]			p5	Introduction	FALSE	-	3364	3426	method	
26	26	s18	"For instance , N-WASP has been implicated in filopodia formation downstream of Cdc42 , and"	[]			p5	Introduction	FALSE	-	3427	3515	result	
27	27	s18	"the Scar/WAVE family has been shown to function in lamellipodia formation downstream of Rac in fibroblasts and in actin polymerization downstream of the cAMP receptor in Dictyostelium ( exLink ; exLink , exLink ) ."	[exLink]			p5	Introduction	FALSE	-	3516	3756	result	
28	28	s19	"In turn , Arp2/3 complex can accelerate the de novo nucleation of actin filaments and can also organize these filaments into the stereotypical arrays seen at the leading edges of migrating cells ( exLink ; exLink ) ."	[exLink]			p5	Introduction	FALSE	-	3757	3999	fact	
29	29	s20	This property of different upstream targets and a common downstream effector is reflected in the domain structure of WASp family proteins .	[]			p5	Introduction	FALSE	-	4000	4138	result	
30	30	s21	"They contain a conserved COOH-terminal VCA domain , consisting of a verprolin homology segment ( V ) , a cofilin homology segment ( C ) and an acidic region ( A )"	[]			p5	Introduction	FALSE	-	4139	4294	result	
31	31	s21	see Fig. 1 A ; exLink ) .	"[inLink, exLink]"	f1a		p5	Introduction	FALSE	-	4295	4327	result	
32	32	s22	The VCA domains of various family members have been the focus of extensive investigation	[]			p5	Introduction	FALSE	-	4328	4416	result	
33	33	s22	"because these domains of ~100 residues can bind actin monomers ( G-actin ) and Arp2/3 complex , interactions that lead to a dramatic enhancement of actin nucleation by Arp2/3 complex ( exLink ; exLink ; exLink ; exLink ; exLink ) ."	[exLink]			p5	Introduction	FALSE	-	4417	4699	result	
34	34	s23	"On the other hand , the NH2 termini of WASp family proteins are quite diverse and , therefore , are thought"	[]			p6	Introduction	FALSE	-	4700	4804	result	
35	35	s23	to interact with distinct sets of upstream signaling molecules .	[]			p6	Introduction	FALSE	-	4805	4868	fact	
36	36	s24	"In particular , the NH2 termini of N-WASP and WASp contain several recognizable and biochemically defined domains"	[]			p6	Introduction	FALSE	-	4869	4982	hypothesis	
37	37	s24	see Fig. 1 A ) .	[inLink]	f1a		p6	Introduction	FALSE	-	4983	4997	result	
38	38	s25	The extreme NH2 termini of WASp and N-WASP contain a WASp homology 1 ( WH1 ) domain	[]			p6	Introduction	FALSE	-	4998	5079	result	
39	39	s25	"that mediates interactions with the WASp interacting protein ( WIP ) family , calmodulin , PI ( 4,5 ) P2 , and actin filaments ( exLink ; exLink ; exLink ) ."	[exLink]			p6	Introduction	FALSE	-	5080	5256	result	
40	40	s26	"The WH1 domain is followed by a Cdc42 or G-protein binding domain ( GBD ) ,"	[]			p6	Introduction	FALSE	-	5257	5329	result	
41	41	s26	which includes a Cdc42/Rac interactive binding ( CRIB ) motif ( exLink ; exLink ; exLink ; exLink ) .	[exLink]			p6	Introduction	FALSE	-	5330	5475	result	
42	42	s27	"In all WASp family members , the NH2-terminal domains are linked to the COOH-terminal VCA segment through a long proline-rich region ,"	[]			p6	Introduction	FALSE	-	5476	5608	method	
43	43	s27	"which is implicated in binding to profilin and to Src homology domain 3-containing proteins like Grb2 , Nck , and certain cytoplasmic tyrosine kinases ( exLink ; exLink ; exLink ; exLink ) ."	[exLink]			p6	Introduction	FALSE	-	5609	5841	result	
44	44	s28	"Given this remarkable list of interacting partners , the WASp family of proteins , endowed with multiple domains for interactions with a large number of other signaling molecules , appear"	[]			p6	Introduction	FALSE	-	5842	6026	result	
45	45	s28	to be ideally built for integrating diverse upstream signals and relaying them to Arp2/3 complex .	[]			p6	Introduction	FALSE	-	6027	6124	result	
46	46	s29	"Thus , a detailed biochemical understanding of how WASp family proteins are activated ( and subsequently inactivated ) is crucial for"	[]			p6	Introduction	FALSE	-	6125	6255	method	
47	47	s29	understanding how signaling pathways attain precise spatial and temporal control over actin polymerization in the cell .	[]			p6	Introduction	FALSE	-	6256	6375	result	
48	48	s30	N-WASP is the only WASp family member	[]			p7	Introduction	FALSE	-	6376	6413	result	
49	49	s30	"whose biochemical activity towards Arp2/3 complex has been shown to be directly enhanced by upstream signaling molecules , including Cdc42 , PI ( 4,5 ) P2 , Grb2 , and the Shigella protein IcsA ( exLink ; exLink ; exLink ) ."	[exLink]			p7	Introduction	FALSE	-	6414	6662	result	
50	50	s31	We have reconstituted one minimal scheme for the signal-regulated activation of N-WASP	[]			p7	Introduction	FALSE	-	6663	6749	result	
51	51	s31	using purified components in vitro .	[]			p7	Introduction	FALSE	-	6750	6785	result	
52	52	s32	"Full-length N-WASP ,"	[]			p7	Introduction	FALSE	-	6786	6805	result	
53	53	s32	"which displays weak basal activity towards Arp2/3 complex , can be dramatically and synergistically activated by Cdc42 and PI ( 4,5 ) P2 ."	[]			p7	Introduction	FALSE	-	6806	6938	implication	
54	54	s33	This behavior of full-length N-WASP can be accounted for by an allosteric model for N-WASP regulation .	[]			p7	Introduction	FALSE	-	6939	7041	implication	
55	55	s34	exLink first demonstrated	[exLink]			p7	Introduction	FALSE	-	7042	7078	hypothesis	
56	56	s34	that activated Cdc42 and N-WASP can cooperate to induce filopodia when introduced into tissue culture cells .	[]			p7	Introduction	FALSE	-	7079	7187	implication	
57	57	s35	"In exploring the regulation of N-WASP by Cdc42 ,"	[]			p7	Introduction	FALSE	-	7188	7235	implication	
58	58	s35	"they found that a fragment of N-WASP containing the GBD could physically interact with the COOH-terminal VCA segment , and this interaction could be relieved by the binding of Cdc42 to the GBD domain ( exLink ) ."	[exLink]			p7	Introduction	FALSE	-	7236	7455	implication	
59	59	s36	These data suggested the following :	[]			p7	Introduction	FALSE	-	7456	7491	method	
60	60	s36	"that N-WASP exists in a closed , autoinhibited state ; and that binding of activated Cdc42 to the GBD would release intramolecular contacts in the molecule , unmasking the VCA region ."	[]			p7	Introduction	FALSE	-	7492	7672	result	
61	61	s37	A recently published nuclear magnetic resonance ( NMR )	[]			p7	Introduction	FALSE	-	7673	7726	result	
62	62	s37	study of WASp provided a detailed structural model for the interaction between NH2-terminal GBD and the VCA segment ( exLink ) .	[exLink]			p7	Introduction	FALSE	-	7727	7861	result	
63	63	s38	"Using an engineered WASp construct in which the GBD domain was fused via a short linker to a fragment from the COOH-terminal cofilin-acidic ( CA ) segment , the authors demonstrated"	[]			p7	Introduction	FALSE	-	7862	8040	method	
64	64	s38	that the GBD domain of WASp folds into markedly different and mutually incompatible structures depending upon whether it is bound to Cdc42 or to the CA fragment .	[]			p7	Introduction	FALSE	-	8041	8202	result	
65	65	s39	"From the standpoint of N-WASP activation , the critical question about this physical interaction between the NH2 - and COOH-terminal domains of N-WASP remains"	[]			p8	Introduction	FALSE	-	8203	8359	fact	
66	66	s39	to be answered .	[]			p8	Introduction	FALSE	-	8360	8375	none	
67	67	s40	Does this interaction regulate the activity of N-WASP by inhibiting the activity of the VCA segment ?	[]			p8	Introduction	FALSE	-	8376	8476	hypothesis	
68	68	s41	Since	[]			p8	Introduction	FALSE	-	8477	8482	none	
69	69	s41	"binding of the VCA segment to both G-actin and Arp2/3 is required for stimulation of nucleation , does this interaction inhibit nucleation by occluding the Arp2/3 binding site , the G-actin binding site , or both ?"	[]			p8	Introduction	FALSE	-	8483	8693	method	
70	70	s42	"Whereas the interactions between Cdc42 and N-WASP have been examined , the biochemical mechanism"	[]			p8	Introduction	FALSE	-	8694	8789	result	
71	71	s42	"by which PI ( 4,5 ) P2 activates N-WASP as well as the sequence elements in N-WASP necessary to respond to PI ( 4,5 ) P2 remain obscure ."	[]			p8	Introduction	FALSE	-	8790	8918	implication	
72	72	s43	"In this study , we have taken advantage of the remarkably parsimonious and biochemically reconstituted Cdc42-PI ( 4,5 ) P2-N-WASP-Arp2/3 signaling module"	[]			p8	Introduction	FALSE	-	8919	9067	implication	
